,AccountId,mean,dev
0,111184657,45.857894736842105,49.19523153984429
1,337612045,28.276363636363637,45.31298296795904
2,267635954,27.189999999999998,19.348224724764805
3,23826603,12.48,3.507249634685276
4,300553673,17.823333333333334,15.743520360241332
5,359135601,29.400000000000002,15.830924528547644
6,346875322,61.410000000000004,85.9900872193999
7,323678754,112.28181818181821,142.2406367265123
9,284170648,72.54727272727274,163.29021771624343
10,240965569,103.64999999999999,92.9531593868654
11,108841143,215.01499999999996,372.14789575740804
12,346879928,25.725,32.20871388304724
13,93745072,26.39166666666667,26.319192386522577
14,110639786,225.94400000000002,366.9254571162922
15,273353739,20.7055,18.980579957586013
16,335186751,13.605714285714287,7.255402256578329
17,337077984,16.246363636363636,10.080666915167145
18,358797248,44.83834519572954,34.26001697621291
19,109606726,54.871351351351365,79.60679853582307
20,341119467,32.572857142857146,30.96622115704874
21,259969737,146.97545454545454,346.9120118809274
22,361567428,2.8200000000000003,3.0688434303496166
23,172589123,36.5328,29.37277389011804
24,111249517,40.627099999999956,42.1229545208507
25,350232814,29.51333333333333,63.33589169239341
26,327440117,277.1542857142857,933.8607128533619
27,303471104,23.525,35.41563932535357
28,338427166,14.903404255319153,11.646203575600476
29,285642030,45.173,63.579178466259265
30,109778276,24.865999999999996,27.844084727024416
31,109697906,19.644545454545455,26.811102313644756
32,316133703,44.36538461538461,34.68312020166405
34,280089450,18.496190476190474,19.70135044924103
35,280317635,680.9966666666667,1142.4402741646206
36,109276692,32.613684210526316,28.30572168514625
37,109910252,36.49029411764705,42.606549822646535
38,151328861,24.911600000000004,34.984848348963865
40,227362453,58.93666666666667,40.481150703986174
41,287279134,75.26333333333335,172.22765368055065
42,110245174,19.45736842105263,20.805847159473988
44,361148752,56.65333333333333,37.57553104526047
45,343253643,64.09588235294117,104.80521564185293
46,111259857,26.234545454545454,54.87469405174599
47,108912912,18.424210526315786,39.93499639216342
48,111349721,223.94,476.3386629629525
49,278927704,15.425,11.666011886387453
50,222130836,63.84541666666667,153.01453377913137
51,318974994,121.29333333333334,157.47655232869855
52,318394685,20.99,131.1964436839496
53,110418698,96.52291666666666,120.23369188807368
54,110828303,15.743124999999997,22.18562469070156
55,110453149,41.68611111111111,52.35906968333733
56,321427783,13.914444444444444,12.488546547608928
57,280684564,19.5925,40.69420057188967
58,110675318,31.30375,33.36246433921982
59,199421141,306.55375000000004,533.1004503558808
60,358688678,16.708333333333332,8.749700375822401
61,346993856,23.44,14.070110163037103
63,353073635,21.994999999999997,35.56599546383221
64,286137081,71.94916666666667,78.19212416260736
67,95003544,16.45,2.630437226013956
69,356750821,20.0,131.1964436839496
70,293570883,5.2219999999999995,2.945016128988091
71,285980289,15.465937499999976,56.32356787781323
73,110523743,36.05016666666668,53.93498378828845
74,111256003,115.835,242.69403311577315
75,345841604,52.39389830508474,109.28695399658437
76,290478706,95.39272727272729,169.30822685805373
77,335222377,108.76259259259258,583.4024325347739
79,324997762,16.425,1.520279579551078
80,335231730,18.564999999999998,7.93908594954644
82,82408531,31.603333333333335,66.24197692299548
83,111333412,66.51,137.1334200033609
84,343778351,58.6125,29.34500286006363
85,95319760,22.236250000000002,24.149038041572865
86,309044458,35.0,131.1964436839496
87,361155802,28.147333333333332,47.93725250882906
88,320123627,24.651111111111113,8.033873791924739
89,342458497,29.4075,15.359746905466897
90,109104108,21.50037037037037,29.234775813085513
91,129125215,137.94,131.1964436839496
92,352544509,66.63,17.182694782833106
93,260028017,39.72266666666667,29.097364501830416
94,152354166,42.006800000000005,51.78813962675238
96,254527607,47.479565217391304,33.37823181196513
98,333083501,12.675714285714287,10.32391375584353
99,105518525,30.368750000000006,49.5329851725968
100,284168439,79.545,76.25608533094261
101,109278149,53.084782608695654,68.083242556418
102,351407908,24.560000000000002,22.012699970698733
103,343339418,30.541000000000004,33.7841295581224
104,109272603,46.196,90.48717185939182
105,313779520,15.499999999999998,21.80868016260458
106,291236863,26.084285714285716,30.44643704231135
107,109276551,23.39875,33.98615787031118
108,128239970,17.9425,24.724960903238387
109,64722196,22.36272727272727,19.877495863870323
110,354865040,3.89,0.0
111,293281692,40.24777777777778,19.22686647492109
113,335604299,125.21705882352941,229.55339500769495
114,74818125,65.075,78.4817816438949
115,337738099,26.351666666666663,38.191985241234406
116,111258306,11.685,11.759185771132286
117,253685931,33.78857142857144,31.103686506356674
118,285209912,34.38727272727272,30.06251622566185
119,108837383,50.86588235294118,87.10707455904654
120,360421427,25.610000000000003,21.1137017123952
122,28783364,14.596666666666666,21.405343881065463
123,109263626,49.95526315789473,28.525333451828594
124,111494387,27.4075,59.190687373430045
125,347286995,14.495000000000001,7.785245660863888
126,219688810,12.21111111111111,14.603908247832534
127,111261643,35.544375,31.685754310888672
128,346867520,14.322,14.78027469298186
130,41711889,304.3157142857143,213.79856250351972
131,360629402,36.36739130434783,68.44169975689272
132,360721099,15.033333333333331,18.376100647308174
134,352821856,36.91285714285714,21.324036292632872
135,109817286,34.02473684210527,44.63365588238209
136,359643530,37.9325,51.3586046365433
137,111247261,18.138461538461538,16.65063704794997
139,335203483,134.764,170.94278847029491
140,293097358,28.34931034482759,37.81291398177485
141,349092594,7.970000000000001,0.8202438661763962
142,323897445,26.33866666666666,80.40673176035047
143,253810998,74.368,132.36113088818786
144,91596373,77.8125,116.20604842978986
145,347790036,23.143125,22.660150903353795
147,251734256,20.062142857142856,14.42795906381955
148,111260421,22.654117647058825,20.67609581703698
149,110720814,38.68260869565217,61.65430510791539
150,252031390,32.032333333333334,21.22527749436138
151,199332781,36.94411764705882,18.244405326984328
152,356764122,8.434999999999999,6.488482102926692
153,349376004,74.68032258064515,86.39981028080526
154,360732708,30.641,3.9914670828761944
155,110973627,116.28583333333334,177.12661539435737
156,347450790,20.0,0.0
158,347453234,47.83285714285715,68.17274668963243
159,259204154,19.81607142857143,21.263093106111196
160,232958555,13.436000000000002,6.739178733347262
161,69303380,5.99,131.1964436839496
162,32361521,118.28,43.75985031967088
163,355751413,12.825555555555558,28.087150581320596
164,109041175,43.90875,30.87944505307235
165,110038797,89.96379310344827,162.9635909592766
166,109893097,48.136500000000005,54.762379544912505
168,335190088,5.99,131.1964436839496
169,110117663,59.79379310344828,75.85401102558751
170,319383894,11.811351351351352,12.84935994129283
171,339645876,50.949999999999996,63.326433132881675
172,111493447,49.30500000000001,91.3298000185513
173,198804172,36.42347826086957,44.5430581887495
175,349969943,10.499375,9.048982608558822
177,275822320,39.26571428571429,30.86213356059635
178,319094421,21.57,7.681425648927418
179,111265779,173.5325,491.0221632947608
181,252474647,127.08785714285715,346.82112341796756
182,110184450,25.408709677419356,36.306233049981515
184,262470184,3.9066666666666663,1.8708910533041023
186,106852949,338.7033333333333,426.04975740712104
187,281731113,95.52374999999998,193.5038766838191
188,325028406,26.49428571428572,15.369508620580403
189,358325321,38.41,54.28111282104402
190,335190511,10.880833333333333,9.12432160201347
191,181687571,26.656,27.724009089595967
192,255046487,17.204545454545457,17.113010012511293
195,327448953,15.546341463414633,17.524500956674565
197,109267809,13.305925925925926,13.72798776762815
198,108850496,32.527499999999996,26.143051817516127
199,277745889,26.717096774193553,26.44323747117567
200,69120456,41.24428571428571,71.00850673385148
201,356765297,26.024285714285718,14.826129925622148
202,110011631,29.627333333333336,26.207837559093072
203,110066809,111.94099999999999,83.20495530782873
204,109276974,3.95,131.1964436839496
205,331885377,2.785,1.7041273426595795
206,236601948,10.08,3.986736342757904
210,225542190,15.648750000000001,22.282799540388606
211,324296945,26.926,22.8276064171617
212,259628517,5.506666666666667,6.44937464668733
213,227628661,1.805,0.3400490160746438
214,280037139,21.55590909090909,40.3462385877769
215,335199911,37.16971830985914,25.02769214700451
216,334511126,35.429,79.03844293826431
217,342965204,19.024,17.78385588110745
219,357861572,16.057101449275358,22.673240712699787
220,109257281,157.83571428571426,369.73111299390837
222,358803734,62.70481481481482,18.9245964026409
223,199329491,24.099999999999998,30.30376776476385
224,253670327,21.332,25.37229532383698
226,280042262,132.16464285714284,215.23410370144416
227,283657784,153.05263157894737,283.85904071958953
228,316253788,41.925714285714285,44.052811779888536
229,115398912,8.026666666666667,4.95092583934224
230,341573628,38.47142857142857,29.990453507529715
231,205102266,187.4716666666667,230.3677342667077
232,320755213,53.355789473684204,101.63145495781365
234,346892054,29.239655172413794,56.18986922433863
236,232801105,92.9625,148.62006535121697
237,111074630,69.88666666666668,111.25112169394482
238,325282488,68.14874999999999,108.55783230774803
239,281783565,14.870000000000001,10.083342699720166
240,314860614,26.112499999999997,10.676779543877986
241,111265074,35.219642857142865,30.833991642479017
242,110440224,61.915,68.58571534948075
243,259970301,146.334,125.1512751832757
244,261613092,82.71,180.14632136127565
245,306614229,40.900000000000006,49.10521637260139
247,341941967,23.566206896551726,18.16720680114764
248,111324529,40.11,96.72839274812935
249,110901576,122.8008,705.215934149916
250,123772056,24.759999999999998,33.8426129310371
251,346484000,90.395,31.6260572945791
252,49100571,37.836666666666666,30.894012904336876
253,232633879,75.07749999999999,94.65886280292435
254,330296918,15.313333333333333,13.53211119276417
255,109387753,14.633636363636361,25.55795292224629
256,331207778,14.892857142857142,6.637292907719015
257,294070446,49.91428571428571,17.630695634926848
258,253048611,304.0108333333333,916.0006071103421
259,108895381,64.83444444444443,147.31843373437252
260,348018644,1.0,0.0
262,111527381,21.222941176470588,23.98678379980992
263,337504509,7.5825,5.912627024710195
264,361766144,15.065714285714284,25.43475988842848
265,111467268,25.905925925925924,24.418257396915006
266,322639725,306.75555555555553,484.65262173597654
268,225598449,52.0625,46.95844376456138
269,254960289,30.03,131.1964436839496
272,252935858,1.99,131.1964436839496
273,153437328,30.893142857142855,33.50786753720321
274,337577735,683.5955,2917.6999918834317
275,325027842,6.968000000000001,10.346029189983954
276,111260562,25.663999999999998,23.47627747771197
277,111411573,65.04189189189188,115.63728255093928
279,351751196,26.1125,18.279227509206546
280,327226502,69.81204545454544,99.48275116541433
281,129965575,16.81,15.570491321727777
282,323947171,62.29954545454547,124.52157205386273
283,135343268,81.8625,118.2902628776632
284,281241984,129.17642857142854,195.54483513455986
285,43695665,24.155789473684212,25.751589878812332
286,133865823,29.869444444444444,46.79477729433216
287,247329980,206.9425,171.7616765629466
288,261759309,20.387500000000003,12.051330394844973
289,78238926,35.378461538461536,18.743998526707976
290,346987605,22.0,131.1964436839496
291,344432309,34.32875,36.41846013127592
